id,reading,answer,example,category,level
910,かみぶくろ,紙袋,丈夫な紙袋を取っておく,家,1
911,れしーと,明細,買い物の明細を確認する,買い物,2
912,とくよう,徳用,よく使う食品は徳用サイズを選ぶ,買い物,2
913,おおようりょう,大容量,洗剤を大容量の詰め替えで買う,買い物,1
914,つめかえ,詰替え,シャンプーの詰替え用を買う,買い物,2
915,よび,予備,洗剤の予備を一つ置いておく,家,1
916,ざいこかんり,在庫管理,日用品の在庫管理をして買い過ぎを防ぐ,家,1
917,こんだて,献立,冷蔵庫の中を見て夕食の献立を決める,料理,2
918,しゅん,旬,旬の野菜を夕食に取り入れる,料理,2
919,とくばいび,特売日,スーパーの特売日にまとめて買い物をする,買い物,1
920,ちらし,広告,スーパーの広告を見て買う物を決める,買い物,1
921,かいものりすと,買物リスト,冷蔵庫を確認して買物リストを作る,買い物,1
922,しょくざい,食材,一週間分の食材をまとめて買う,料理,1
923,ざいりょう,材料,夕食に必要な材料をそろえる,料理,1
924,ぶんりょう,分量,レシピを見ながら分量を量る,料理,2
925,てじゅん,手順,作り始める前に手順を確認する,料理,1
926,ひとばん,一晩,肉をたれに一晩漬けておく,料理,1
927,ひとくちだい,一口大,鶏肉を一口大に切る,料理,1
928,くしぎり,櫛切り,玉ねぎを櫛切りにする,料理,3
929,さいのめ,賽の目,豆腐を賽の目に切る,料理,3
930,ゆでる,茹でる,鍋で野菜をさっと茹でる,料理,2
931,ゆでじる,茹で汁,茹で汁を少し残しておく,料理,2
932,みずにさらす,水に晒す,切った玉ねぎを水に晒す,料理,3
933,みずをきる,水を切る,洗った野菜の水を切る,料理,1
934,あじつけ,味付け,家族の好みに合わせて味付けする,料理,1
935,うすあじ,薄味,健康を考えて少し薄味にする,料理,1
936,こいくち,濃口,煮物に濃口醤油を使う,料理,2
937,あじみ,味見,仕上げの前に味見をする,料理,1
938,ひとにたち,一煮立ち,調味料を加えて一煮立ちさせる,料理,2
939,にくずれ,煮崩れ,じゃがいもが煮崩れしないよう火加減を見る,料理,2
940,あらいもの,洗い物,食後にまとめて洗い物をする,家,1
941,しょっき,食器,洗った食器を棚に戻す,家,1
942,ちゃわん,茶碗,ご飯を茶碗によそう,料理,2
943,どんぶり,丼,丼にご飯と具を盛り付ける,料理,2
944,こざら,小皿,取り分け用の小皿を並べる,料理,1
945,さらあらい,皿洗い,夕食後の皿洗いを済ませる,家,1
946,あぶらよごれ,油汚れ,換気扇の油汚れを落とす,家,1
947,こげつき,焦げ付き,鍋の焦げ付きを落とす,家,2
948,ちゃしぶ,茶渋,湯飲みについた茶渋を落とす,家,2
949,すいとう,水筒,朝、水筒にお茶を入れる,日常,1
950,べんとうばこ,弁当箱,帰宅後に弁当箱を洗う,家,1
951,べんとう,弁当,朝早く起きて弁当を作る,料理,1
952,ふくさい,副菜,弁当の副菜を前日に用意する,料理,2
953,ちょうしょく,朝食,家族の朝食を用意する,料理,1
954,ちゅうしょく,昼食,残り物で簡単に昼食を作る,料理,1
955,ゆうしょく,夕食,冷蔵庫にある食材で夕食を作る,料理,1
956,しょくたく,食卓,出来上がった料理を食卓に並べる,家,1
957,はいぜん,配膳,家族の分の料理を配膳する,料理,2
958,あとしまつ,後始末,料理が終わったら台所の後始末をする,家,1
959,だいふき,台拭き,食後に台拭きでテーブルを拭く,家,1
960,みずまわり,水回り,週末に水回りをまとめて掃除する,家,1
961,げんかんまっと,玄関マット,汚れた玄関マットを洗う,家,1
962,くつばこ,靴箱,季節外れの靴を靴箱にしまう,家,1
963,かさたて,傘立て,濡れた傘を傘立てに入れる,家,1
964,まどふき,窓拭き,天気のよい日に窓拭きをする,家,1
965,あみどそうじ,網戸掃除,春に網戸掃除をして汚れを落とす,家,1
966,みぞ,溝,窓の溝にたまったごみを取る,家,2
967,はいすい,排水,洗濯機の排水を確認する,家,2
968,はいすいかん,排水管,台所の排水管を掃除する,家,2
969,かんそうざい,乾燥剤,食品の袋に入った乾燥剤を取り出す,家,2
970,しょうしゅうざい,消臭剤,玄関の消臭剤を交換する,家,2
971,よごれおち,汚れ落ち,洗剤による汚れ落ちの違いを比べる,家,1
972,そうじようぐ,掃除用具,掃除用具を一か所にまとめて収納する,家,1
973,かえぶらし,替えブラシ,歯ブラシの替えブラシを買っておく,買い物,1
974,つめかえよう,詰替え用,洗剤は詰替え用を選んで買う,買い物,2
975,よびぶん,予備分,日用品を予備分まで買っておく,買い物,1
976,かいわすれ,買い忘れ,買い忘れがないかリストを確認する,買い物,1
977,かいすぎ,買い過ぎ,特売でも買い過ぎないようにする,買い物,1
978,つかいきる,使い切る,古い調味料から先に使い切る,家,1
979,つかいかけ,使い掛け,使い掛けの洗剤を先に使う,家,2
980,のこり,残り,洗剤の残りが少ないので買い足す,家,1
981,でんきだい,電気代,今月の電気代を確認する,家,1
982,すいどうだい,水道代,水道代が先月より増えていないか見る,家,1
983,がすだい,ガス代,冬はガス代が高くなりやすい,家,1
984,つうしんひ,通信費,家計簿で毎月の通信費を確認する,買い物,1
985,こていひ,固定費,家計を見直して固定費を減らす,買い物,1
986,へんどうひ,変動費,食費などの変動費を確認する,買い物,2
987,やりくり,遣り繰り,予算の中で上手に遣り繰りする,買い物,3
988,せいきゅうがく,請求額,今月のカードの請求額を確認する,買い物,1
989,りようめいさい,利用明細,カードの利用明細に間違いがないか見る,買い物,1
990,ひきおとしび,引落日,口座の引落日を確認する,手続き,1
991,がっこうぎょうじ,学校行事,今月の学校行事を予定表で確認する,日常,1
992,さんかんび,参観日,来週の参観日の時間を確認する,日常,1
993,こんだん,懇談,学校で先生との懇談に参加する,日常,2
994,ほごしゃ,保護者,保護者向けのお知らせを確認する,日常,1
995,ていしゅつぶつ,提出物,学校への提出物を期限までに用意する,日常,1
996,れんらくちょう,連絡帳,連絡帳に先生への伝言を書く,日常,1
997,もちもの,持ち物,前日に学校の持ち物を確認する,日常,1
998,しゅうきん,集金,学校の集金を封筒に入れて準備する,日常,2
999,けっせきれんらく,欠席連絡,学校へ欠席連絡を入れる,日常,1
1000,むかえ,迎え,予定の時間に子どもの迎えに行く,日常,1
